289343,18
61471,18
472375,18
520301,18
579321,18
494869,18
554002,18
78823,18
419974,18
404484,18
329219,18
68078,18
170893,18
65485,18
498286,18
424162,18
61108,18
67213,18
365207,18
131273,18
279278,18
482100,64
540502,64
127182,64
565776,64
575970,64
462614,64
407614,64
522007,64
78823,64
226984,64
37777,64
491216,64
136355,64
404484,64
529568,64
306733,64
42276,64
482100,64
370818,64
226984,64
491216,64
136355,64
136355,64
136355,64
482100,64
491216,64
491216,64
464476,72
68833,72
433915,72
149222,72
17379,72
361586,72
127987,72
186632,72
440475,72
368900,72
9772,72
404484,72
525083,72
383443,72
240940,72
435003,72
149222,72
17899,16
70774,16
508602,16
123585,16
123585,16
123585,16
157807,17
109055,17
23272,17
134096,17
501523,17
125850,17
284623,17
245764,17
466156,17
402473,17
10363,17
172330,17
211042,17
361621,17
554291,17
227044,17
530099,17
223747,17
312340,17
209747,17
153217,17
558073,17
47121,17
176778,17
568690,17
176857,17
107087,17
491216,17
260925,17
304560,17
327769,17
7386,18
17178,19
261888,19
29187,19
368335,19
17178,19
367680,19
234807,19
261888,19
507975,19
17178,19
507975,19
17178,19
234807,19
234807,19
338304,20
338304,20
338304,20
338304,20
555050,21
206135,21
206135,21
206135,21
206135,21
117914,44
465129,44
306733,44
506310,44
319696,44
501523,44
102707,44
435880,44
442009,44
519569,44
178028,44
446574,44
290768,44
182611,44
266206,44
228214,44
453302,44
293390,44
384808,44
512476,44
425226,44
292005,44
10363,44
425226,44
480122,44
419974,44
262440,44
226984,44
197796,44
226984,44
500464,44
481386,44
397133,44
327769,44
425226,44
506310,44
173302,44
491216,44
419974,44
266206,44
354072,44
523100,44
61471,44
62025,44
84241,44
569917,44
547816,44
222825,44
74209,44
239627,44
74209,44
239627,44
195165,44
302760,44
492878,44
186632,44
175364,44
173302,44
506310,44
173302,44
435880,44
438774,44
351362,44
90108,44
175364,44
485424,44
530836,44
447169,44
523100,44
177934,44
284623,44
40471,44
7574,44
40471,44
195165,44
455597,44
557172,44
425226,44
227044,44
306733,44
62025,44
47121,44
7574,44
308799,44
292005,44
229358,44
292005,44
306733,44
197796,44
302760,44
455597,44
40471,44
210855,44
491216,44
308799,44
34760,44
45229,44
197796,44
229311,44
241602,44
241602,44
425226,44
197796,44
308799,44
210855,44
308799,44
40471,44
442009,44
51598,44
109976,44
109976,44
555050,63
186980,62
37777,62
419974,62
555050,62
555050,62
575970,62
186980,62
441247,62
136355,62
93437,62
37777,62
440475,62
136355,62
555050,62
136355,62
441247,62
525083,62
555050,62
107087,62
435003,62
525083,62
68833,62
555050,62
17899,62
93437,62
441247,62
274687,62
221708,62
221708,62
93437,62
17899,62
221708,62
575970,62
575970,62
216497,62
458768,63
555050,63
216497,63
554291,63
170099,63
543047,63
543047,63
512476,63
441247,63
472046,63
440475,63
555050,63
216497,67
419974,67
529568,67
440475,67
186980,67
221708,67
17899,67
397133,67
37777,67
419974,67
182611,67
136355,67
405432,67
575970,67
525083,67
554291,67
127987,72
45596,2
